dia	mes	agno	personaje	texto
5	2	2021	36	5 de febrero de 1949. Nació la paleontóloga Nieves López Martínez. Fue reconocida internacionalmente como experta en la evolución de los lagomorfos (conejos, liebres y picas) y en los eventos bióticos​ y ambientales relacionados con la extinción masiva del Cretácico-Terciario.
6	2	2021	37	6 de febrero de 2014. La NASA publicó la primera imagen tomada por el Rover Curiosity: la imagen de la Tierra y la Luna en el cielo de Marte.
7	2	2021	38	7 de febrero de 1824. Nació William Huggins. Revolucionó la astronomía al aplicar métodos para determinar la composición química de las estrellas.
8	2	2021	39	8 de febrero de 1825. Nació Henry Bates. Descubrió que, para protegerse de los depredadores, algunas mariposas inofensivas se parecen mucho a otras especies que son tóxicas (mimetismo batesiano).
9	2	2021	40	9 de febrero de 1859. Nació el constructor de órganos Robert Hope-Jones. Desarrolló un órgano de teatro para acompañar a las películas mudas. Basándose en su mecanismo, patentó el diáfono, que es la potente sirena que se sitúa junto a los faros y puede guiar a los barcos en la niebla.
10	2	2021	41	10 de febrero de 1996. En Estados Unidos, la supercomputadora IBM Deep Blue derrotó por primera vez a Garry Kasparov, campeón mundial de ajedrez.
11	2	2021	42	11 de febrero de 1939. Lise Meitner publicó el primer descubrimiento de fisión nuclear de uranio cuando absorbe un neutrón adicional.
12	2	2021	43	12 de febrero de 1809. Nació Charles Darwin, el famoso naturalista que elaboró la teoría de la evolución mediante selección natural.
13	2	2021	44	13 de febrero de 1946. Nació la matemática Pilar Bayer. En 1986 fundó el Seminario de Teoría de Números de Barcelona, en el cual se enmarca su actividad investigadora.
14	2	2021	45	14 de febrero de 2005. Un equipo de investigadores del CSIC obtuvo y secuenció ADN de un individuo neandertal procedente del yacimiento de El Sidrón.
15	2	2021	46	15 de febrero de 2001. Se publicó en Nature (y al día siguiente en Science) la secuenciación y análisis inicial del genoma humano.
16	2	2021	47	16 de febrero de 2005. Entró en vigor el Protocolo de Kioto, convenio mundial para reducir las emisiones de gases de efecto invernadero.
17	2	2021	48	17 de febrero de 1874. Nació la geóloga Ida Helen Ogilvie. Descubrió propiedades de la lava y los efectos de la aridez sobre la erosión de los suelos.
18	2	2021	49	18 de febrero de 1913. El químico y Premio Nobel Frederick Soddy introdujo el término isótopo.
19	2	2021	50	19 de febrero de 1878. Thomas A. Edison patentó el fonógrafo.
20	2	2021	51	20 de febrero de 2016. Investigadores del IGME descubrieron la primera mantis religiosa fósil y una de las más antiguas que se conocen en el mundo. Se encontró en el yacimiento de ámbar de San Just, en Utrillas (Teruel), que tiene una edad de unos 105 millones de años (periodo Cretácico).
21	2	2021	52	21 de febrero de 1947. El inventor Edwin Herbert Land mostró por primera vez en público una cámara instantánea de fotos, la Polaroid Land Camera.
22	2	2021	53	22 de febrero de 1876. Se fundó la Universidad Johns Hopkins. Fue la primera universidad dedicada específicamente a la investigación médica en los Estados Unidos. La fundación fue posible gracias a la herencia del empresario Johns Hopkins.
23	2	2021	54	23 de febrero de 1879. Nació Agnes Arber, botánica especializada en el estudio de plantas monocotiledóneas.
24	2	2021	55	24 de febrero de 1938. La empresa DuPont comenzó la fabricación del primer producto de nailon destinado a la venta: un cepillo de dientes. Hasta entonces se fabricaban principalmente con pelo del cuello de los cerdos.
25	2	2021	56	25 de febrero de 1869. Nació el químico Phoebus Levene. Descubrió la desoxirribosa, uno de los componentes principales del ADN
26	2	2021	57	26 de febrero de 1958. Nació Susan Helms, mujer astronauta que batió el récord del paseo espacial más largo (casi 9 h).
27	2	2021	58	27 de febrero de 1869. Nació la patóloga Alice Hamilton. Investigó sobre enfermedades industriales y ayudó a conseguir condiciones de trabajo más seguras.
28	2	2021	59	28 de febrero de 1953. Francis Crick y James Watson publicaron el descubrimiento de la estructura del ADN. Ambos recibieron el Premio Nobel en 1962. Su colaboradora, Rosalind Franklin, falleció en 1958 sin recibir ningún reconocimiento.
1	3	2021	60	1 de marzo de 1893. El Instituto Nacional de Meteorología elaboró el primer mapa del tiempo de España.
2	3	2021	61	2 de marzo de 1922. Nació la programadora Frances Bilas Spence. Fue una de las seis programadoras originales de la primera computadora digital de propósito general ENIAC.
3	3	2021	62	3 de marzo de 1886. Nació la educadora y pedagoga Helen Parkhurst. Creó el Plan Dalton. Este plan se basa en la ausencia de asignaturas y el uso de guías de investigación en lugar de libros de texto. La clase se convierte en un laboratorio donde el alumnado completa el aprendizaje al que se compromete mediante un contrato con el profesorado.
4	3	2021	63	4 de marzo de 1877. Nació el etnólogo Robert Fritz Graebner. Desarrolló la teoría de Kulturkreis o Círculo cultural. Esta teoría postulaba la difusión de culturas primitivas derivadas de un solo tipo arcaico.
5	3	2021	64	5 de marzo de 2013. El Proyecto Human Connectome publicó imágenes muy detalladas de cerebros humanos. Estas imágenes permitieron estudiar la complejidad de las estructuras cerebrales e identificar causas de los trastornos neuronales.
6	3	2021	65	6 de marzo de 1937. Nació la ingeniera y cosmonauta Valentina Tereshkova. Fue la primera mujer que viajó al espacio exterior, a bordo de la nave Vostok 6.
7	3	2021	66	7 de marzo de 2009. Se lanzó el observatorio espacial Kepler. Su misión era descubrir planetas similares a la Tierra alrededor de otras estrellas.
8	3	2021	67	8 de marzo de 1839. Nació Josephine Cochrane. Fue la inventora de la primera máquina lavavajillas que resultó exitosa.
9	3	2021	68	9 de marzo de 1961. El Sputnik 9 llevó a la perra Chernushka al espacio. A bordo iban también una cobaya, un ratón y un maniquí de pruebas llamado Ivan Ivanovich. El maniquí salió disparado durante la reentrada y aterrizó con un paracaídas. El resto llegaron ilesos dentro de la cápsula.
10	3	2021	69	10 de marzo de 1876. Alexander Graham Bell hizo la primera llamada telefónica exitosa en la historia.
11	3	2021	70	11 de marzo de 1926. Nació el médico e investigador Thomas Earl Starzl. En 1967, llevó a cabo el primer transplante de hígado exitoso (tras varios intentos fallidos).
12	3	2021	71	12 de marzo de 2015. Un nuevo tratamiento de la enfermedad de Alzheimer consiguió eliminar las placas de amiloide en el 75% de los casos (en ratones).
13	3	2021	72	13 de marzo de 1988. Se inauguró el túnel Seikan entre las ciudades de Aomori y Hakodate (Japón). Es el túnel submarino más largo del mundo.
14	3	2021	73	14 de marzo de 1963. Nació el astronauta, político e ingeniero aeronáutico Pedro Duque. Es conocido principalmente por haber sido el primer astronauta de nacionalidad española.
15	3	2021	74	15 de marzo de 1985. Se registró el primer dominio "punto com" en internet: Symbolics.com.
16	3	2021	75	16 de marzo de 1799. Nació la botánica Anna Atkins. Es reconocida como la primera mujer fotógrafa.
17	3	2021	76	17 de marzo de 1963. María Elisa Álvarez Obaya realizó los análisis que destaparon el caso del metílico. Desde su modesta farmacia de Lanzarote, María Elisa demostró que una serie de extrañas muertes se debían al consumo de licores adulterados con metanol.
18	3	2021	77	18 de marzo de 1987. Se anunció el descubrimiento de la superconductividad a alta temperatura. Fue en un congreso científico en Nueva York.
19	3	2021	78	19 de marzo de 2019. Un estudio internacional con participación del CSIC determinó que los océanos absorben el 31% del CO2 producido por la actividad humana.
20	3	2021	79	20 de marzo de 2021. Día Mundial del Gorrión. Esta iniciativa busca llamar la atención sobre la situación de los gorriones. Su población sufre un importante declive, especialmente en las ciudades.
21	3	2021	80	21 de marzo de 1866. Nació la astrónoma Antonia Maury. Trabajó en el Harvard College Observatory y publicó un importante catálogo de espectros estelares.
22	3	2021	81	22 de marzo de 1920. Nació la geoquímica Katsuko Saruhashi. Realizó las primeras mediciones de los niveles de dióxido de carbono (CO2) en el agua de mar. Mostró evidencias de los peligros de la lluvia radiactiva en el mar y la atmósfera.
23	3	2021	82	23 de marzo de 2005. José Luis Carrascosa y su equipo del Centro Nacional de Biotecnología describieron por primera vez la estructura del virus de la viruela.
24	3	2021	83	24 de marzo de 1882. Robert Koch anunció el descubrimiento de la bacteria responsable de la tuberculosis. Era la Mycobacterium tuberculosis (bacilo de Koch).
25	3	2021	84	25 de marzo de 1914. Nació el agrónomo Norman Borlaug. Apodado el Padre de la Revolución Verde, recibió el Premio Nobel de la Paz por sus esfuerzos para introducir las semillas híbridas en la producción agrícola en México, Pakistán e India. Esto aumentó la productividad agrícola y se salvaron millones de vidas humanas.
26	3	2021	85	26 de marzo de 1953. El investigador Jonas Salk anunció el descubrimiento de la vacuna contra la poliomielitis. Gracias a la vacunación, esta enfermedad infecciosa, conocida como parálisis infantil, ha sido erradicada de Europa, América, Oceanía y África.
27	3	2021	86	27 de marzo de 1827. Charles Darwin, con 18 años, presentó su primer descubrimiento científico. Trataba sobre la biología de pequeños animales marinos.
28	3	2021	87	28 de marzo de 2013. La Universidad de Stanford hizo público el desarrollo de un transistor biológico realizado a partir de moléculas de ADN y ARN.
29	3	2021	88	29 de marzo de 1942. Nació la bióloga Ann Kiessling. Junto a Mehran Goulian, descubrió la actividad de la transcriptasa inversa en células humanas. Anteriormente se pensaba que esta enzima se encontraba solo en los retrovirus.
30	3	2021	89	30 de marzo de 1900. Nació la bibliotecaria, filóloga y lexicógrafa española María Moliner. Fue la autora del Diccionario de uso del español.
31	3	2021	90	31 de marzo de 1596. Nació René Descartes, el famoso filósofo y matemático francés. Fue el autor del concepto "Pienso, luego existo".
1	4	2021	91	1 de abril de 1940. Nació la bióloga y ecologista Wangari Muta Maathai. Recibió el Premio Nobel de la Paz 2004 por sus contribuciones al desarrollo sostenible y la democracia. Fue la primera africana en obtener este galardón.
2	4	2021	92	2 de abril de 1618. Nació el físico Francesco Grimaldi. Descubrió la difracción de la luz.
3	4	2021	93	3 de abril de 1934. Nació la primatóloga Jane Goodall. Es reconocida mundialmente por sus estudios sobre las interacciones sociales y familiares de los chimpancés.
4	4	2021	94	4 de abril de 1868. Nació la matemática Philippa Garrett Fawcett. Ganó una beca en la Universidad de Cambridge gracias a su extraordinario éxito en el Mathematical Tripos (1890). Investigó sobre dinámica de fluidos.
5	4	2021	95	5 de abril de 1952. Nació el químico Venki Ramakrishnan. Recibió el Premio Nobel por el estudio de la estructura y función del ribosoma.
6	4	2021	96	6 de abril de 1846. Nació Antonio Machado y Álvarez (Demófilo), padre de los poetas Antonio y Manuel Machado. Fue uno de los primeros folcloristas en estudiar científicamente el flamenco.
7	4	2021	97	7 de abril de 1995. Inauguración de la Domus de A Coruña, el primer museo interactivo de carácter científico que trata el ser humano de una forma global y monográfica.
8	4	2021	98	8 de abril de 1911. Nació el químico Melvin Calvin. Recibió el Premio Nobel de Química por sus trabajos sobre la asimilación del CO2 por las plantas.
9	4	2021	99	9 de abril de 1860. El inventor Édouard-León Scott de Martinville realizó la primera grabación conocida de la voz humana. Era una voz soprano que interpretaba la canción "Au clair de la Lune".
10	4	2021	100	10 de abril de 2011. Un estudio del IGME, CIATF y las Universidades Complutense y de Lisboa descubrió depósitos de tsunamis en Tenerife. Los tsunamis provocaron olas de más de 50 metros de altura y estuvieron asociados a la destrucción del edificio volcánico de Las Cañadas, anterior al actual Teide.
11	4	2021	101	11 de abril de 2013. Se descubre que escuchar sonidos durante el sueño, en intervalos de tiempo controlados, puede mejorar la memoria.
12	4	2021	102	12 de abril de 1961. Yuri Gagarin se convirtió en el primer ser humano en viajar al espacio. Lo hizo a bordo de la nave soviética Vostok 1.
13	4	2021	103	13 de abril de 2014. La expedición Subvent del IGME descubrió grandes bancos de mejillones quimiosintéticos alrededor de manantiales de metano en el Golfo de Cádiz. También descubrió nuevos volcanes submarinos en Lanzarote.
14	4	2021	104	14 de abril de 1977. Rosemary Hutton publicó un artículo sobre cómo la conductividad eléctrica de las rocas puede usarse para investigar la historia geológica.
15	4	2021	105	15 de abril de 1452. Nació Leonardo da Vinci, pintor, escultor, inventor, ingeniero y arquitecto del Renacimiento.
16	4	2021	106	16 de abril de 1921. Isaac Carasso solicitó la patente para la elaboración de una leche cuajada llamada comúnmente yogur. Bautizó a su empresa Danone, por el diminutivo del nombre de su hijo Daniel (Danón).
17	4	2021	107	17 de abril de 1887. Nació Clodomiro Picado. Fue pionero en la investigación sobre serpientes y sus venenos. También fue uno de los precursores del descubrimiento de la penicilina.
18	4	2021	108	18 de abril de 1917. Nació la psicóloga Mamie Phipps Clark. Trabajó en la comprensión del desarrollo de la conciencia social en niños preescolares.
19	4	2021	109	19 de abril de 1946. Nació la química María Vallet Regí. Es experta en el campo de los biomateriales con aplicaciones en traumatología, odontología o ingeniería tisular.
20	4	2021	110	20 de abril de 2017. Bryan Keith Holland depositó su tesis doctoral sobre los microARN del VIH. Es más conocido por su apodo Dexter y por ser el cantante y guitarrista de la banda punk rock The Offsprings.
21	4	2021	111	21 de abril de 1838. Nació el conservacionista John Muir. Defendió el establecimiento de los parques nacionales Sequonia y Yosemite.
22	4	2021	112	22 de abril de 1999. Apertura de la Casa de las Ciencias de Logroño. Este centro está dedicado a la divulgación de la cultura de la ciencia y la tecnología, a través de exposiciones, conferencias, cursos, proyecciones y demostraciones científicas.
23	4	2021	113	23 de abril de 1933. Nació la informática Annie Easley. Trabajó en el Lewis Research Center de la NASA. Formó parte del equipo que desarrolló el software del cohete Centauro.
24	4	2021	114	24 de abril de 2013. IBM desarrolló un robot que combina telepresencia y tecnologías de realidad aumentada para ayudar en proyectos de ingeniería en áreas remotas.
25	4	2021	115	25 de abril de 1945. Nació la embrióloga Jean Marian Purdy. Fue una de las responsables del desarrollo de la fecundación in vitro.
26	4	2021	116	26 de abril de 1927. Nació la bióloga Anne McLaren. Fue pionera en el estudio de la biología del desarrollo. Su trabajo ayudó a desarrollar la técnica de fertilización in vitro.
27	4	2021	117	27 de abril de 1993. El trombonista John Kenny fue el primero en hacer sonar un carnyx desde la época celta. Para ello, utilizó una reconstrucción del carnyx de Deskford realizada por el musicólogo John Purser y el orfebre John Creed. El instrumento original y la reconstrucción se muestran en el Museo Nacional de Escocia.
28	4	2021	118	28 de abril de 1932. Se descubrió la vacuna contra la fiebre amarilla.
29	4	2021	119	29 de abril de 1894. Nació la física Marietta Blau. Fue pionera en el registro e identificación de partículas atómicas mediante placas de emulsiones fotográficas. Su trabajo contribuyó a entender mejor las reacciones nucleares.
30	4	2021	120	30 de abril de 2010. Investigadores del IGME localizan en mapas del siglo XVIII y XIX un humedal que había desaparecido del registro histórico.
1	5	2021	121	1 de mayo de 2013. Arrancó el proyecto EMTASY para determinar el mecanismo que posiciona el corazón a la izquierda. Fue dirigido por Ángela Nieto Toledano y ayudó a entender muchas malformaciones congénitas.
2	5	2021	122	2 de mayo de 1997. El equipo científico de Atapuerca obtuvo el premio Príncipe de Asturias de Investigación Científica y Técnica por el descubrimiento del Homo antecessor. Este homínido vivió en Europa hace 800.000 años.
3	5	2021	123	3 de mayo de 1910. Nació la arqueóloga Anne Strachan Robertson. Es conocida por sus estudios del muro de Antonino y las monedas imperiales romanas.
4	5	2021	124	4 de mayo de 1825. Nació el biólogo Thomas Huxley. Fue el primero en sugerir que las aves evolucionaron a partir de los dinosaurios.
5	5	2021	125	5 de mayo de 1882. Nació el médico y científico español Pío del Río Ortega. Descubrió la microglía, un tipo de célula del sistema nervioso.
6	5	2021	126	6 de mayo de 1840. Salió a la venta el primer sello adhesivo. Tenía el perfil de la reina Victoria del Reino Unido y era conocido como el penny black.
7	5	2021	127	7 de mayo de 1954. Empezó la construcción del Puente Mackinac en Michigan. Fue el puente colgante más largo del mundo en su momento.
8	5	2021	128	8 de mayo de 1980. La OMS certificó la erradicación de la viruela. Este hito se consiguió gracias a la vacunación.
9	5	2021	129	9 de mayo de 1882. William Ford patentó el diseño de un estetoscopio con la forma que aún se usa en la actualidad.
10	5	2021	130	10 de mayo de 1888. Nació la hematóloga Lucy Wills. Descubrió un factor nutricional en la levadura que previene y cura la anemia macrocítica en el embarazo. Se conoce como el factor de Wills o folato, la forma natural del ácido fólico.
11	5	2021	131	11 de mayo de 2001. Tuvo lugar un terremoto en Lorca (Murcia) con una magnitud de 5,2 Mw. Causó un gran impacto, con 9 víctimas mortales y cuantiosos daños materiales.
12	5	2021	132	12 de mayo de 1910. Nació la Premio Nobel Dorothy Crowfoot Hodgkin. Determinó la estructura 3D de moléculas como la penicilina o la insulina. La estructura 3D es clave para entender las funciones.
13	5	2021	133	13 de mayo de 1857. Nació el bacteriólogo Ronald Ross. Descubrió que la malaria se transmite por el mosquito Anopheles.
14	5	2021	134	14 de mayo de 1899. Nació la bióloga Charlotte Auerbach. Se especializó en zoología y genética, y contribuyó al descubrimiento de la mutagénesis y de sus efectos. Se hizo célebre en 1942 cuando puso de manifiesto, junto con Alfred Joseph Clark y John Michael Robson, que el gas mostaza podía causar mutaciones.
15	5	2021	135	15 de mayo de 1925. Nació la genetista Mary Frances Lyon. Descubrió la lionización, un fenómeno mediante el cual se inactiva una de las dos copias del cromosoma X en las células de las hembras mamíferas.
16	5	2021	136	16 de mayo de 1919. Nació el oceanógrafo y ecólogo Ramón Margalef. Introdujo la Teoría de la Información en Ecología y el índice de Shannon-Weaver como medida de diversidad.
17	5	2021	137	17 de mayo de 1749. Nació el inmunólogo Edward Jenner. Logró la primera vacuna de la historia, concretamente contra la viruela.
18	5	2021	138	18 de mayo de 2012. Se celebró el primer Día Internacional de la Fascinación por las Plantas. Su objetivo es reconocer la importancia de las plantas en nuestra vida, gracias a la producción de alimentos para personas y animales, papel, madera, energía y productos farmacéuticos.
19	5	2021	139	19 de mayo de 2014. La NASA comenzó la construcción del robot espacial InSight, que aterrizó en Marte en 2018.
20	5	2021	140	20 de mayo de 1900. Nació la química y física Erika Cremer. Fue pionera en cromatografía de gases. Sin embargo, su artículo de 1944 acerca de su método no se llegó a publicar porque un bombardeo destruyó las pruebas de imprenta en la revista Naturwissenschaften.
21	5	2021	141	21 de mayo de 1921. Nació el físico Andréi Sájarov. Participó en el desarrollo de bombas atómicas en los años 50. Posteriormente, luchó contra la proliferación de armas nucleares y fue galardonado con el Premio Nobel de la Paz en 1975.
22	5	2021	142	22 de mayo de 1960. Tuvo lugar el Gran Terremoto de Chile. Es el terremoto de mayor magnitud que haya sido registrado (9,5 en potencia de magnitud de momento). Provocó maremotos que llegaron a Hawai, Japón y Rusia, y la erupción del volcán Puyehue.
23	5	2021	143	23 de mayo de 1954. Nació el biólogo Keith Campbell. Fue una persona clave del equipo que clonó a la oveja Dolly en el Instituto Roslin de Edimburgo.
24	5	2021	144	24 de mayo de 1878. Nació la psicóloga e ingeniera Lillian Moller Gilbreth. Es conocida por su trabajo en la aplicación de la organización psicológica en la industria.
25	5	2021	145	25 de mayo de 1880. Nació el neurólogo Jean Alexandre Barré. Identificó el síndrome de Guillain-Barré, una enfermedad neurológica rara.
26	5	2021	146	26 de mayo de 1872. Nació Trinidad Arroyo Villaverde. Fue la primera oftalmóloga española.
27	5	2021	147	27 de mayo de 1931. Nació el economista Philip Kotler. Es considerado el padre del marketing moderno.
28	5	2021	148	28 de mayo de 1912. Nació la astrónoma Ruby Violet Payne-Scott. Estudió la influencia del campo magnético de la Tierra y las erupciones solares.
29	5	2021	149	29 de mayo de 1826. Nació el sastre Ebenezer Butterick. Junto a su mujer, Ellen Augusta Pollard, inventaron y comercializaron los patrones de costura modernos. Estos patrones tenían graduaciones con múltiples tallas estándar.
30	5	2021	150	30 de mayo de 2021. Día Mundial de la Esclerosis Múltiple. Se celebra cada año para compartir historias, concienciar a la sociedad y hacer campañas con y para todos los afectados por esta enfermedad.
31	5	2021	151	31 de mayo de 1903. El físico Konstantin Tsiolkovsky propuso por primera vez que las personas podrían viajar al espacio usando cohetes.
1	6	2021	152	1 de junio de 1974. La revista Emergency Medicine publicó la maniobra de Heimlich. Esta operación permite desbloquear las vías aéreas obstruidas por un objeto extraño.
2	6	2021	153	2 de junio de 1911. Los principales diarios se hicieron eco de la electrificación del ferrocarril Gergal-Santa Fe de Mondújar. Fue la primera línea de tren de vía ancha electrificada de España.
3	6	2021	154	3 de junio de 1976. El cosmógrafo Vicente Tofiño de San Miguel observó el paso de Venus por el Sol durante un eclipse. Publicó unas anotaciones de gran interés científico.
4	6	2021	155	4 de junio de 1927. Tuvo lugar el primer vuelo comercial de pasajeros transatlántico. El viaje se produjo a bordo de un Wright-Bellanca WB-2, desde Estados Unidos hasta Alemania.
5	6	2021	156	5 de junio de 2002. Se presentó oficialmente la AMIT (Asociación de Mujeres Investigadoras y Tecnólogas). Esta asociación promueve el acceso igualitario de las mujeres a la actividad investigadora en todas las ramas del conocimiento y en el sector tecnológico.
6	6	2021	157	6 de junio de 1907. Se lanzó Persil al mercado. Fue el primer detergente de ropa de acción automática.
7	6	2021	158	7 de junio de 1886. Nació el ingeniero Henri Coandă. Fue pionero de la aviación y construyó el primer avión accionado por un motor a reacción.
8	6	2021	159	8 de junio de 2021. Día mundial de los Océanos. Su objetivo es recordarnos el papel que tienen los océanos en la vida cotidiana. Ellos son los pulmones de nuestro planeta y producen la mayor parte del oxígeno que respiramos.
9	6	2021	160	9 de junio de 1812. Nació el astrónomo Johann Gottfried Galle. Descubrió Neptuno siguiendo los cálculos e indicaciones de Urbain Le Verrier.
10	6	2021	161	10 de junio de 1948. Se efectuó la primera demostración de la televisión en España. Fue durante la Feria Internacional de Muestras de Barcelona.
11	6	2021	162	11 de junio de 1910. Nació el oceanógrafo y explorador Jacques-Yves Cousteau. Es uno de los divulgadores del mundo submarino más célebres. Ha grabado numerosas películas y documentales a bordo de su buque Calypso. También fue una de las primeras personas en defender el ambiente marino frente a la contaminación.
12	6	2021	163	12 de junio de 1985. Nació el ingeniero de software Blake Ross. Es conocido por trabajar en la creación de los navegadores Mozilla.
13	6	2021	164	13 de junio de 1868. Nació el físico Wallace Clement Sabine. Fue el fundador de la acústica arquitectónica y el consultor acústico del Boston's Symphony Hall. Esta sala de consciertos se considera una de las mejores del mundo por su excelente acústica.
14	6	2021	165	14 de junio de 1880. Nació el neurocientífico Nicolás Achúcarro. Fue uno de los discípulos de Ramón y Cajal y se especializó en el estudio de las células gliales.
15	6	2021	166	15 de junio de 1962. Se descubrió que la talidomida causaba deformaciones en el desarrollo fetal. Este sedante se utilizaba para calmar las náuseas durante los primeros meses de embarazo.
16	6	2021	167	16 de junio de 1963. La cosmonauta Valentina Tereshkova fue la primera mujer en viajar al espacio.
