dia	mes	agno	personaje	texto
27	2	2021	58	February 27, 1869. Pathologist Alice Hamilton was born. She investigated industrial diseases and helped to achieve safer working conditions.
28	2	2021	59	February 28, 1953. Francis Crick and James Watson discovered the structure of DNA. Both received the Nobel Prize in 1962. Their collaborator, Rosalind Franklin, passed away in 1958 without receiving any recognition.
1	3	2021	60	March 1, 1893. The National Institute of Meteorology made the first weather map of Spain.
2	3	2021	61	March 2, 1922. Programmer Frances Bilas Spence was born. She was one of the original six programmers of the first ENIAC general-purpose digital computer.
3	3	2021	62	March 3, 1886. Educator and pedagogue Helen Parkhurst was born. She created the Dalton Plan. This plan is based on the absence of subjects, and the use of research guides instead of textbooks. The class becomes a laboratory where students complete the learning to which they commit through a contract with the teachers.
4	3	2021	63	March 4, 1877. Ethnologist Robert Fritz Graebner was born. He developed the theory of Kulturkreis or Cultural Circle. This theory postulated the expansion of primitive cultures derived from a single archaic type.
5	3	2021	64	March 5, 2013. The Human Connectome Project published highly detailed images of human brains. These images made it possible to study the complexity of brain structures and to identify causes of neuronal disorders.
6	3	2021	65	March 6, 1937. Engineer and cosmonaut Valentina Tereshkova was born. She was the first woman to travel into outer space aboard the Vostok 6 spacecraft.
7	3	2021	66	March 7, 2009. The Kepler space observatory was launched. Its mission was to discover Earth-like planets around other stars.
8	3	2021	67	March 8, 1839. Josephine Cochrane was born. She invented the first successful dishwashing machine.
9	3	2021	68	March 9, 1961. Sputnik 9 took the dog Chernushka into space. Also on board, there were a guinea pig, a mouse, and a test mannequin named Ivan Ivanovich. The mannequin was shot out during reentry and landed with a parachute. The rest landed unharmed inside the capsule.
10	3	2021	69	March 10, 1876. ​​Alexander Graham Bell made the first successful telephone call in history.
11	3	2021	70	March 11, 1926. Physician and researcher Thomas Earl Starzl was born. In 1967, he performed the first successful liver transplant (after several unsuccessful attempts).
12	3	2021	71	March 12, 2015. A new treatment for Alzheimer's disease succeeded in eliminating amyloid plaques in 75% of the cases (in mice).
13	3	2021	72	March 13, 1988. The Seikan Tunnel connecting the cities of Aomori and Hakodate (Japan) was inaugurated. It is the longest underwater tunnel in the world.
14	3	2021	73	March 14, 1963. Astronaut, politician and aeronautical engineer Pedro Duque was born. He is known mainly for being the first astronaut of Spanish nationality.
15	3	2021	74	March 15, 1985. The first "dot com" domain was registered on the internet: Symbolics.com.
16	3	2021	75	March 16, 1799. Botanist Anna Atkins was born. She is recognized as the first female photographer.
17	3	2021	76	March 17, 1963. María Elisa Álvarez Obaya carried out the analyses that uncovered the Methanol poisoning case. From her modest pharmacy in Lanzarote, María Elisa demonstrated that a series of strange deaths were attributed to the consumption of liquors adulterated with methanol.
18	3	2021	77	March 18, 1987. The discovery of superconductivity at high-temperature was announced. It was announced at a scientific conference in New York.
19	3	2021	78	March 19, 2019. An international study with the participation of the CSIC determined that oceans absorb 31% of the CO2 produced by human activity.
20	3	2021	79	March 20, 2021. World Sparrow Day. This initiative seeks to draw attention to the situation of sparrows. Its population suffers a significant decline, especially in the cities.
21	3	2021	80	March 21, 1866. Astronomer Antonia Maury was born. She worked at the Harvard College Observatory and published an important catalog of stellar spectra.
22	3	2021	81	March 22, 1920. Geochemist Katsuko Saruhashi was born. She made the first measurements of carbon dioxide (CO2) levels in seawater. She also showed evidence of the dangers of radioactive fallout in the sea and in the atmosphere.
23	3	2021	82	March 23, 2005. José Luis Carrascosa and his team from the National Center for Biotechnology first described the structure of the smallpox virus.
24	3	2021	83	March 24, 1882. Robert Koch announced the discovery of the bacteria responsible for tuberculosis. It was Mycobacterium tuberculosis (Koch's bacillus).
25	3	2021	84	March 25, 1914. Agronomist Norman Borlaug was born. Nicknamed the Father of the Green Revolution, he received the Nobel Peace Prize for his efforts to introduce hybrid seeds into agricultural production in Mexico, Pakistan, and India. This increased agricultural productivity and saved millions of human lives.
26	3	2021	85	March 26, 1953. Researcher Jonas Salk announced the discovery of the polio vaccine. Thanks to vaccination, this infectious disease, known as infantile paralysis, has been eradicated from Europe, America, Oceania, and Africa.
27	3	2021	86	March 27, 1827. Charles Darwin, aged 18, presented his first scientific discovery. It was about the biology of small marine animals.
28	3	2021	87	March 28, 2013. Stanford University published the development of a biological transistor made from DNA and RNA molecules.
29	3	2021	88	March 29, 1942. Biologist Ann A. Kiessling was born. Together with Mehran Goulian, they discovered the activity of reverse transcriptase in human cells. This enzyme was previously thought to be found only in retroviruses.
30	3	2021	89	March 30, 1900. Librarian, philologist and lexicographer María Moliner was born. She was the author of the Dictionary of Spanish Use.
31	3	2021	90	March 31, 1596. René Descartes, the famous French philosopher and mathematician, was born. He was the author of the concept "I think, therefore I am".
1	4	2021	91	April 1, 1940. Biologist and ecologist Wangari Muta Maathai was born. She received the Nobel Peace Prize in 2004 for her contributions to sustainable development and democracy. She was the first African to obtain this award.
2	4	2021	92	April 2, 1618. Physicist Francesco Grimaldi was born. He discovered the light diffraction.
3	4	2021	93	April 3, 1934. Primatologist Jane Goodall was born. She is worldwide recognized for her studies on social and family interactions of chimpanzees.
4	4	2021	94	April 4, 1868. Mathematician Philippa Garrett Fawcett was born. She won a scholarship from the University of Cambridge thanks to her extraordinary success in Mathematical Tripos (1890). She researched fluid dynamics.
5	4	2021	95	April 5, 1952. Chemist Venki Ramakrishnan was born. He received the Nobel Prize for the study of the structure and function of the ribosome.
6	4	2021	96	April 6, 1846. Antonio Machado y Álvarez (Demófilo) was born. He was one of the first folklorists to scientifically study flamenco. He was also the father of the poets Antonio and Manuel Machado.
7	4	2021	97	April 7, 1995. Inauguration of the Domus (A Coruña), the first scientific interactive museum that treats the human being in a global and monographic way.
8	4	2021	98	April 8, 1911. Chemist Melvin Calvin was born. He received the Nobel Prize in Chemistry for his work on the incorporation of CO2 by plants.
9	4	2021	99	April 9, 1860. Inventor Édouard-Léon Scott of Martinville made the first known recording of the human voice. It was a soprano voice that interpreted the song "Au clair de la Lune".
10	4	2021	100	April 10, 2011. A study by the IGME, CIATF, and the Complutense and Lisbon Universities discovered tsunamis deposits in Tenerife. The tsunamis caused waves of more than 50 meters in height and were associated with the destruction of the volcanic building of Las Cañadas, the precedent of the current Teide.
11	4	2021	101	April 11, 2013. It is discovered that listening to sounds during sleep, at controlled intervals of time, can improve memory.
12	4	2021	102	April 12, 1961. Yuri Gagarin became the first human to travel into space. He did it onboard the Soviet spaceflight Vostok 1.
13	4	2021	103	April 13, 2014. IGME's Subvent expedition discovered large banks of chemosynthetic mussels around methane springs in the Gulf of Cádiz. They also discovered new underwater volcanoes in Lanzarote.
14	4	2021	104	April 14, 1977. Rosemary Hutton published an article on how the electrical conductivity of rocks can be used to investigate geological history.
15	4	2021	105	April 15, 1452. Leonardo da Vinci, Renaissance painter, sculptor, inventor, engineer, and architect, was born.
16	4	2021	106	April 16, 1921. Isaac Carasso filed a patent application for the production of curdled milk commonly called yoghourt. He named his company Danone, after his son Daniel diminutive name (Danón).
17	4	2021	107	April 17, 1887. Clodomiro Picado was born. He was a pioneer in research on snakes and their poisons. He was also one of the precursors to the discovery of penicillin.
18	4	2021	108	April 18, 1917. Psychologist Mamie Phipps Clark was born. She worked on understanding the development of social awareness in preschool children.
19	4	2021	109	April 19, 1946. Chemist María Vallet Regí was born. She is an expert in the field of biomaterials with applications in trauma, dentistry, or tissue engineering.
20	4	2021	110	April 20, 2017. Bryan Keith Holland submitted his doctoral thesis on HIV microRNAs. He is best known by his nickname Dexter and for being the lead singer and guitarist for The Offsprings punk rock band.
21	4	2021	111	April 21, 1838. Conservationist John Muir was born. He championed the establishment of the Sequoia and Yosemite National Parks.
22	4	2021	112	April 22, 1999. Opening of the Logroño's House of Sciences. This center is dedicated to the dissemination of the culture of science and technology, through exhibitions, conferences, training, projections, and scientific demonstrations.
23	4	2021	113	April 23, 1933. Computer scientist Annie J. Easley was born. She worked at NASA's Lewis Research Center. She was part of the team that developed the software for the Centauro rocket.
24	4	2021	114	April 24, 2013. IBM developed a robot that combines telepresence and augmented reality technologies to assist with engineering projects in remote areas.
25	4	2021	115	April 25, 1945. Embryologist Jean Marian Purdy was born. She was one of the researchers responsible for the development of in vitro fertilization.
26	4	2021	116	April 26, 1927. Biologist Anne McLaren was born. She was a pioneer in the study of developmental biology. Her work helped to develop the in vitro fertilization technique.
27	4	2021	117	April 27, 1993. Trombonist John Kenny became the first musician to play a carnyx since Celtic times. To do this, he used a reconstruction of the Deskford carnyx by the musicologist John Purser and the goldsmith John Creed. The original instrument and the reconstruction are displayed in the National Museum of Scotland.
28	4	2021	118	April 28, 1932. The yellow fever vaccine was discovered.
29	4	2021	119	April 29, 1894. Physicist Marietta Blau was born. She was a pioneer in the registration and identification of atomic particles using photographic emulsion plates. Her work contributed to a better understanding of nuclear reactions.
30	4	2021	120	April 30, 2010. IGME researchers located an unknown wetland on maps from the 18th and 19th centuries. This wetland had disappeared from the historical record.
1	5	2021	121	May 1, 2013. The EMTASY project started. This project aimed to determine the mechanism that positions the heart on the left. It was directed by Ángela Nieto Toledano and helped to understand many congenital malformations.
2	5	2021	122	May 2, 1997. The Atapuerca scientific team obtained the Prince of Asturias Award for Scientific and Technical Research for the discovery of the Homo antecessor. This hominin lived in Europe 800,000 years ago.
3	5	2021	123	May 3, 1910. Archaeologist Anne Strachan Robertson was born. She is known for her studies of the Antonine wall and Roman imperial coins.
4	5	2021	124	May 4, 1825. Biologist Thomas Huxley was born. He was the first to suggest that birds evolved from dinosaurs.
5	5	2021	125	May 5, 1882. Spanish physician and scientist Pío del Río Ortega was born. He discovered the microglia, a type of cell from the nervous system.
6	5	2021	126	May 6, 1840. The first adhesive stamp went on sale. It had the silhouette of Queen Victoria of the United Kingdom and was known as the penny black.
7	5	2021	127	May 7, 1954. The construction of the Mackinac Bridge in Michigan began. It was the longest suspension bridge in the world at that time.
8	5	2021	128	May 8, 1980. The World Health Organization certified the eradication of smallpox. This milestone was achieved thanks to vaccination.
9	5	2021	129	May 9, 1882. William H. Ford patented the design of a stethoscope in the shape that is still used today.
10	5	2021	130	May 10, 1888. Hematologist Lucy Wills was born. She discovered a nutritional factor in yeast that prevents and cures macrocytic anemia during pregnancy. It is known as Wills factor or folate, the natural form of folic acid.
11	5	2021	131	May 11, 2011. An earthquake took place in Lorca (Murcia) with a magnitude of 5.2 Mw. It had a great impact, with 9 fatalities and considerable material damage.
12	5	2021	132	May 12, 1910. Nobel Prize winner Dorothy Crowfoot Hodgkin was born. She determined the 3D structure of molecules such as penicillin or insulin. The 3D structure is key to understanding the functions of a protein.
13	5	2021	133	May 13, 1857. Bacteriologist Ronald Ross was born. He discovered that malaria is transmitted by the Anopheles mosquito.
14	5	2021	134	May 14, 1899. Biologist Charlotte Auerbach was born. She was specialized in zoology and genetics and contributed to the discovery of mutagenesis and its effects. She became famous in 1942 when she showed, with Alfred Joseph Clark and J. M. Robson, that mustard gas could cause mutations.
15	5	2021	135	May 15, 1925. Geneticist Mary Frances Lyon was born. She discovered lyonization, a phenomenon by which one of the two copies of the X chromosome is inactivated in female mammals' cells.
16	5	2021	136	May 16, 1919. Oceanographer and ecologist Ramón Margalef was born. He introduced the Information Theory in Ecology and the Shannon-Weaver index as a measure of diversity.
17	5	2021	137	May 17, 1749. Immunologist Edward Jenner was born. He accomplished the first vaccine in history, specifically against smallpox.
18	5	2021	138	May 18, 2012. The first International Plant Fascination Day was celebrated. Its objective is to recognize the importance of plants in our lives. They provide food for people and animals, paper, wood, energy, and pharmaceutical products.
19	5	2021	139	May 19, 2014. NASA began construction of the InSight space robot, which landed on Mars in 2018.
20	5	2021	140	May 20, 1900. Chemist and physicist Erika Cremer was born. She was a pioneer in gas chromatography. However, her 1944 article about her method was never published, because a bombing destroyed the galley proofs in the Naturwissenschaften magazine.
21	5	2021	141	May 21, 1921. Physicist Andrei Sakharov was born. He participated in the development of atomic bombs in the 1950s. Later, he fought against the proliferation of nuclear weapons and was awarded the Nobel Peace Prize in 1975.
22	5	2021	142	May 22, 1960. The Great Earthquake in Chile took place. It is the largest earthquake ever recorded (9.5 on the moment magnitude scale). It caused tidal waves that reached Hawaii, Japan, and Russia, and the eruption of the Puyehue volcano.
23	5	2021	143	May 23, 1954. Biologist Keith Campbell was born. He was a key person on the team that cloned the sheep Dolly at the Roslin Institute of Edinburgh.
24	5	2021	144	May 24, 1878. Psychologist and engineer Lillian Moller Gilbreth was born. She is known for her work on the application of psychological organization in the industry.
25	5	2021	145	May 25, 1880. Neurologist Jean Alexandre Barré was born. He identified the Guillain-Barré syndrome, a rare neurological disease.
26	5	2021	146	May 26, 1872. Trinidad Arroyo Villaverde was born. She was the first Spanish female ophthalmologist.
27	5	2021	147	May 27, 1931. Economist Philip Kotler was born. He is considered the father of modern marketing.
28	5	2021	148	May 28, 1912. Astronomer Ruby Violet Payne-Scott was born. She studied the influence of the Earth's magnetic field and solar flares.
29	5	2021	149	May 29, 1826. Tailor Ebenezer Butterick was born. Together with his wife, Ellen Augusta Pollard, they invented and commercialized modern sewing patterns. These patterns had graded series for multiple standard sizes.
30	5	2021	150	May 30, 2021. World Multiple Sclerosis Day. It is celebrated every year to share stories, raise awareness in society, and campaign for and along all of those affected by this disease.
31	5	2021	151	May 31, 1903. Physicist Konstantin Tsiolkovsky first proposed that people could travel to space using rockets.
1	6	2021	152	June 1, 1974. The journal Emergency Medicine published the Heimlich maneuver. This maneuver unblocks the respiratory airways obstructed by an object.
2	6	2021	153	June 2, 1911. The main newspapers reported the Gergal-Santa Fe de Mondújar railway electrification. It was the first electrified broad gauge railway in Spain.
3	6	2021	154	June 3, 1976. Cosmographer Vicente Tofiño de San Miguel observed the passage of Venus through the Sun during an eclipse. He published some annotations of great scientific interest.
4	6	2021	155	June 4, 1927. The first transatlantic passenger commercial flight took place. The trip was from the United States to Germany onboard the aircraft Wright-Bellanca WB-2.
5	6	2021	156	June 5, 2002. The Association of Women Researchers and Technologists (AMIT) was officially launched. This association promotes equal access for women to research activities in all branches of knowledge and in the technology sector.
6	6	2021	157	June 6, 1907. Persil was launched on the market. It was the first self-acting laundry detergent.
7	6	2021	158	June 7, 1886. Engineer Henri Coandă was born. He was an aviation pioneer and built the first airplane powered by a jet engine.
8	6	2021	159	June 8, 2021. World Oceans Day. Its objective is to remind us of the role that the oceans have in our daily life. They are the lungs of our planet and produce most of the oxygen that we breathe.
9	6	2021	160	June 9, 1812. Astronomer Johann Gottfried Galle was born. He discovered Neptune following the calculations and indications from Urbain Le Verrier.
10	6	2021	161	June 10, 1948. The television was publicly shown for the first time in Spain. It was during the International Trade Fair of Barcelona.
11	6	2021	162	June 11, 1910. Oceanographer and explorer Jacques-Yves Cousteau was born. He is one of the most famous popularizers of the underwater world. He recorded numerous films and documentaries on board his ship Calypso. He was also one of the first people to defend the marine environment against pollution.
12	6	2021	163	June 12, 1985. Software engineer Blake Ross was born. He is known for working on the creation of Mozilla browsers.
13	6	2021	164	June 13, 1868. Physicist Wallace Clement Sabine was born. He was the founder of architectural acoustics and the acoustic consultant for Boston's Symphony Hall. This concert hall is considered one of the best in the world for its excellent acoustics.
14	6	2021	165	June 14, 1880. Neuroscientist Nicolás Achúcarro was born. He was one of Ramón y Cajal's disciples. He specialized in the study of glial cells.
15	6	2021	166	June 15, 1962. Thalidomide was found to cause deformities in fetal development. This sedative was used to calm nausea during the first months of pregnancy.
16	6	2021	167	June 16, 1963. Cosmonaut Valentina Tereshkova was the first woman to travel to space.
17	6	2021	168	June 17, 2017. Astronaut Sunita Williams became the woman who had been the longest in space (on the International Space Station), completing 188 days and 4 hours away from Earth.
18	6	2021	169	June 18, 1466. Printer Ottaviano Petrucci was born. He invented the sheet music printing system using movable type. With this system, in 1501 he printed the collection of songs Harmonice Musices Odhecaton. This was the first printed music edition in history.
19	6	2021	170	June 19, 1903. Biochemist Rebecca Gerschman was born. She postulated the Gerschman theory of oxygen toxicity through free radicals and revolutionized the scientific environment of that time.
20	6	2021	171	June 20, 2019. Researcher Margarita Salas received the 2019 European Inventor Award. Among her major contributions, the patent of viral DNA polymerase stands out as the most profitable patent of the CSIC.
21	6	2021	172	June 21, 1997. The International Day of Amyotrophic Lateral Sclerosis (ALS) was established. It is promoted by patient associations around the world and aims to inform and raise awareness about this still incurable disease.
22	6	2021	173	June 22, 1939. Crystallographer Ada Yonath was born. She won the Nobel Prize in Chemistry for her pioneering work on the structure of ribosomes.
23	6	2021	174	June 23, 1912. The mathematician, logician, and cryptanalyst Alan Turing was born. He was a pioneer of modern computing.
24	6	2021	175	June 24, 1400. Johannes Gutenberg was born. He invented the modern movable type printing press.
25	6	2021	176	June 25, 1866. Eloísa Díaz, the first physician in South America, was born. As director of the Chilean School Medical Service, Eloísa managed to vaccinate a large part of the students and fought against rickets and tuberculosis.
26	6	2021	177	June 26, 1974. The Marsh supermarket, in Ohio (United States), carried out the first reading of a barcode in the world. It was a pack of gum.
27	6	2021	178	June 27, 1915. Physicist Traude Bernert was born. Together with chemist Berta Karlik, they identified isotopes 215, 216, and 218 of astate. They also discovered that this element was produced during the breakdown of radium, thorium, and actinium.
28	6	2021	179	June 28, 2013. A handheld X-ray vision device that detects movement through walls was invented at MIT.
29	6	2021	180	June 29, 1954. Stanley Cohen, Rita Levi-Montalcini, and Viktor Hamburger published the discovery of the first nerve growth factor. The first two received the Nobel Prize in Physiology or Medicine in 1986.
30	6	2021	181	June 30, 1905. Albert Einstein published "On the electrodynamics of moving bodies". It was the beginning of the special theory of relativity.
1	7	2021	182	July 1, 1935. Biologist and oceanographer Josefina Castellví was born. She was the first Spanish woman to participate in an international expedition in Antarctica. She collaborated in the installation of the first Spanish Antarctic base.
2	7	2021	183	July 2, 1982. Richard Walters Lawrence tied 45 helium balloons to a lawn chair that rose above 4,500 m. Frustrated at not being able to become a pilot in the US Air Force, he decided to fly on his own in this unique way.
3	7	2021	184	July 3, 1865. Professor Mary A. Kingsbury was born. She was in charge of the Erasmus Hall Institute library and became the first school librarian in history.
4	7	2021	185	July 4, 2019. PRISMA was presented at the National Museum of Natural Sciences of Madrid. PRISMA is the Association for Affective-Sexual and Gender Diversity in Science, Technology and Innovation. Its objective is to increase awareness of the LGBTQIA + collective in the scientific world.
5	7	2021	186	July 5, 1904. Biologist Ernst Walter Mayr was born. He led the development of Neo-Darwinism, which integrates the theory of evolution and the knowledge in the field of genetics.
6	7	2021	187	July 6, 1885. Louis Pasteur administered the rabies vaccine to Josef Meister, a 9-year-old boy who had been bitten by a rabid dog. It was a risky action because Pasteur did not have a medical degree and the vaccine was not approved yet. However, thanks to this, he saved Josef's life.
7	7	2021	188	July 7, 1924. Neuroscientist and psychologist Natalia Petrovna Bekhtereva was born. She launched a complex method to study the brain mechanisms of thought, memory, emotions, and creativity.
8	7	2021	189	July 8, 1926. Psychiatrist Elizabeth Kubler-Ross was born. She is recognized as the leading authority on the psychology of death.
9	7	2021	190	July 9, 2015. A research team from IGME, the Complutense University of Madrid, and the University of Barcelona found a fly from 105 million years ago in perfect conditions. The fly had been preserved in amber in the cave of El Soplao (Cantabria) and still carried a pollen load on its abdomen.
10	7	2021	191	July 10, 2020. The CSIC developed nanoprobes used in the diagnosis and treatment of diseases. These nanoprobes can be used to detect the early stages of a disease, to assist local targeted drugs, and to carry of DNA or viruses.
11	7	2021	192	July 11, 1901. Neurophysiologist Angélique Arvanitaki was born. Nick Chalazonitis and she investigated the electrical activity of neurons using the nerve fibers of a snail.
12	7	2021	193	July 12, 1764. The first sighting of a nebula took place. It was discovered by the astronomer Charles Messier, who gave it the number 27 of his catalog (M27). It is also known as the Dumbbell Nebula.
13	7	2021	194	July 13, 1923. The first existence of fossilized dinosaur eggs was acknowledged. This discovery took place in the Gobi Desert. They were initially believed to belong to Protoceratops, but in 1995 they were determined to belong to Oviraptor.
14	7	2021	195	July 14, 1862. Crystallography, mineralogy, and petrography expert Florence Bascom was born. She was the first US woman geologist.
15	7	2021	196	July 15, 1799. During Napoleon's campaign in Egypt, the Rosetta Stone was discovered. This stone is engraved in Greek, hieroglyphic, and demotic, and is the key that allows deciphering Egyptian hieroglyphics.
16	7	2021	197	July 16, 2020. The Solar Orbiter mission, of the European Space Agency (ESA) and the NASA, with the collaboration of the CSIC, created the first magnetic map of the Sun. The solar magnetic field is responsible for the phenomena we observe on the Sun, such as solar spots, storms, or wind.
